Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
zztong_field_mushroom_01,POI,POI,,x,Mushroom Huts,,Pilzhütten,Chozas de champiñones,Couches de champignons,Capanne di funghi,マッシュルームの小屋,버섯 오두막,Chaty grzybowe,Cabanas de cogumelo,Грибные хижины,Mantar kulübeleri,蘑菇棚,蘑菇小屋
zztong_field_potato_01,POI,POI,,x,Potato Field,,Kartoffelfeld,Campo de patatas,Champ de pomme de terre,Campo di patate,ポテトフィールド,감자장,Pole ziemniaki,Campo de batata,Картофельное поле,Patates alanı,马铃薯田,馬鈴薯田
zztong_field_pumpkin_01,POI,POI,,x,Pumpkin Patch,,Kürbisfleck,Parche de calabaza,Patch,Patch di zucca,カボチャのパッチ,호박 패치,Pumpkin Patch,Patch de abóbora,Тыквенный патч,Kabak yaması,南瓜地,南瓜補丁
zztong_field_yucca_01,POI,POI,,x,Yucca Field,,Yucca -Feld,Campo de yuca,Champ yucca,Campo di yucca,ユッカフィールド,유카 필드,Pole Yucca,Campo Yucca,YUCCA Field,Yucca alanı,丝兰田,絲蘭場
zztong_fire_academy_01,POI,POI,,x,Navezgane Fire Academy,,Navezgane Fire Academy,Academia de Bomberos de Navezgane,Navezgane Fire Academy,Navezgane Fire Academy,ナベズガン消防アカデミー,Navezgane Fire Academy,Navezgane Fire Academy,Navezgane Fire Academy,Навезгане пожарная академия,Navezgane İtfaiye Akademisi,纳维加纳消防学院,Navezgane消防學院
zztong_garage_01,POI,POI,,x,County Garage,,County Garage,Garaje del condado,Garage de comté,Garage della contea,郡のガレージ,카운티 차고,Garaż powiatu,Garagem do condado,Графство гараж,İlçe garajı,县车库,縣車庫
zztong_gas_station_01,POI,POI,,x,Pass-N-Gas Store #21,,Pass-N-Gas Store #21,Tienda Pass-N-Gas #21,Pass-n-Gas Store # 21,Pass-N-Gas Store #21,pass-n-gasストア＃21,Pass-N-Gas Store #21,Pass-N-Gas Store #21,Pass-N-Gas Store #21,Pass-N-Gas Store #21,Pass-N-Gas Store #21,帕斯加油站21号,PASS-N-GAS商店＃21
zztong_gateway_filler_01,POI,POI,,x,Brick Ruin,,Backstein Ruine,Ruina de ladrillo,Ruine de la brique,Brick Ruin,レンガ造りの破滅,벽돌 파멸,Ceglana ruina,Ruína de tijolos,Кирпич руины,Tuğla harabesi,砖墙废墟,磚廢墟
zztong_gateway_filler_02,POI,POI,,x,Wren Lake,,Wren Lake,Lago de Wren,Lac Wren,Wren Lake,レン湖,WREN LAKE,Wren Lake,Lago Wren,РЕН Озеро,Wren Gölü,鹪鹩湖,雷恩湖
zztong_gateway_filler_03,POI,POI,,x,Pagan Grove,,Heidnischer Hain,Brove pagano,Bosquet païen,Pagan Grove,異教のグローブ,이교도 그 로브,Pagan Grove,Pagan Grove,Языковая роща,Pagan Grove,异教徒树林,異教徒格羅夫
zztong_gyroport_01,POI,POI,,x,GyroPort USA,,Gyroport USA,Gyroport USA,Gyroport USA,Gyroport USA,Gyroport USA,Gyroport USA,Gyroport USA,Gyroport EUA,Gyroport USA,Gyroport ABD,美国旋翼机场,美國陀螺儀
zztong_house_01,POI,POI,,x,17 Home Street,,17 Heimstraße,17 Home Street,17 rue Home,17 Home Street,17ホームストリート,17 홈 스트리트,17 Home Street,17 Home Street,17 Home Street,17 Home Street,家园街17号,17家庭街
zztong_house_02,POI,POI,,x,18 Rardin Drive,,18 Rardin Drive,18 Rardin Drive,18 Rardin Drive,18 Rardin Drive,18ラーディンドライブ,18 rardin 드라이브,18 Rardin Drive,18 Rardin Drive,18 Rardin Drive,18 Rardin Drive,拉丁道18号,18 Rardin Drive
zztong_house_03,POI,POI,,x,51 Navajo Trail,,51 Navajo Trail,51 Navajo Trail,51 Navajo Trail,51 Navajo Trail,51ナバホトレイル,51 나바호 트레일,51 Navajo Trail,51 Navajo Trail,51 Навахо тропа,51 Navajo Trail,纳瓦霍小径51号,51納瓦霍步道
zztong_house_04,POI,POI,,x,26 Melody Lane,,26 Melody Lane,26 Melody Lane,26 Melody Lane,26 Melody Lane,26メロディレーン,26 멜로디 레인,26 Melody Lane,26 Melody Lane,26 Мелоди -лейн,26 Melody Lane,旋律巷26号,26 Melody Lane
zztong_house_05,POI,POI,,x,57 Spring Court,,57 Frühlingsgericht,57 Tribunal de Primavera,57 Cour de printemps,57 Tribunale di primavera,57スプリングコート,57 스프링 코트,57 Sąd wiosenny,57 Tribunal de Primavera,57 Весенний суд,57 Bahar Mahkemesi,春苑57号,57春季法院
zztong_house_06,POI,POI,,x,74 Novak Place,,74 Novak Place,74 Novak Place,74 Novak Place,74 Novak Place,74 Novak Place,74 Novak Place,74 Novak Place,74 Novak Place,74 Novak Place,74 Novak Place,诺瓦克广场74号,74諾瓦克廣場
zztong_house_07,POI,POI,,x,21 Holiday Street,,21 Holiday Street,21 Holiday Street,21 rue des fêtes,21 Holiday Street,21ホリデーストリート,21 Holiday Street,21 Holiday Street,21 Holiday Street,21 Holiday Street,21 Tatil Caddesi,假日街21号,21假日街
zztong_house_08,POI,POI,,x,32 Poplar Terrace,,32 Pappelterrasse,32 terraza de álamo,32 terrasse de peuplier,32 Poplar Terrace,32ポプラテラス,32 포플러 테라스,32 Taras Poplar,32 Terrace de álamo,32 Терраса тополя,32 Kavak Terası,白杨台32号,32 Poplar Terrace
zztong_house_09,POI,POI,,x,99 State Street,,99 State Street,99 State Street,99 rue State,99 State Street,99ステートストリート,99 State Street,99 State Street,99 State Street,99 State Street,99 State Street,州街99号,州街99號
zztong_house_10,POI,POI,,x,31 Peachtree Boulevard,,31 Peachtree Boulevard,31 Peachtree Boulevard,31 Boulevard Peachtree,31 Peachtree Boulevard,31ピーチツリーブルバード,31 Peachtree Boulevard,31 Peachtree Boulevard,31 Peachtree Boulevard,31 Пичтри бульвар,31 Peachtree Bulvarı,桃树大道31号,31桃樹大道
zztong_house_11,POI,POI,,x,28 Ceasar Road,,28 Ceasar Road,28 Ceasar Road,28 CEASAR ROAD,28 Ceasar Road,28シーザーロード,28 Ceasar Road,28 Ceasar Road,28 Ceasar Road,28 Ceasar Road,28 Ceasar Road,凯撒路28号,28 Ceasar Road
zztong_house_12,POI,POI,,x,11 Russell Circle,,11 Russell Circle,11 Russell Circle,11 Cercle Russell,11 Russell Circle,11ラッセルサークル,11 Russell Circle,11 Russell Circle,11 Russell Circle,11 Рассел Круг,11 Russell Circle,罗素环道11号,11羅素圈
zztong_house_13,POI,POI,,x,52 Maple Avenue,,52 Maple Avenue,52 Avenida Maple,52 Avenue Maple,52 Maple Avenue,52メープルアベニュー,52 메이플 애비뉴,52 Maple Avenue,52 Maple Avenue,52 Maple Avenue,52 Maple Bulvarı,枫树街52号,52 Maple Avenue
zztong_house_14,POI,POI,,x,15 Fenchurch Drive,,15 Fenchurch Drive,15 Fenchurch Drive,15 Fenchurch Drive,15 Fenchurch Drive,15フェンチチャードライブ,15 Fenchurch 드라이브,15 Drive Fenchurch,15 Drive Fenchurch,15 Фенчерч Драйв,15 Fenchurch Drive,芬教堂道15号,15 Fenchurch Drive
zztong_house_15,POI,POI,,x,94 Blue Heron Road,,94 Blue Heron Road,94 Blue Heron Road,94 Blue Heron Road,94 Blue Heron Road,94ブルーヘロンロード,94 Blue Heron Road,94 Blue Heron Road,94 Blue Heron Road,94 Blue Heron Road,94 Blue Heron Yolu,蓝鹭路94号,94 Blue Heron Road
zztong_house_16,POI,POI,,x,68 Bigelow Lane,,68 Bigelow Lane,68 Bigelow Lane,68 Bigelow Lane,68 Bigelow Lane,68 Bigelow Lane,68 Bigelow Lane,68 Bigelow Lane,68 Bigelow Lane,68 Bigelow Lane,68 Bigelow Lane,比奇洛巷68号,68 Bigelow Lane
zztong_house_17,POI,POI,,x,48 Glenwood Boulevard,,48 Glenwood Boulevard,48 Glenwood Boulevard,48 Glenwood Boulevard,48 Glenwood Boulevard,48グレンウッドブルバード,48 Glenwood Boulevard,48 Glenwood Boulevard,48 Glenwood Boulevard,48 Гленвудский бульвар,48 Glenwood Bulvarı,格伦伍德大道48号,48格倫伍德林蔭大道
zztong_house_18,POI,POI,,x,60 Wilshire Lane,,60 Wilshire Lane,60 Wilshire Lane,60 Wilshire Lane,60 Wilshire Lane,60ウィルシャーレーン,60 윌셔 레인,60 Wilshire Lane,60 Wilshire Lane,60 Уилшир Лейн,60 Wilshire Lane,威尔希尔巷60号,60 Wilshire Lane
zztong_house_19,POI,POI,,x,88 Essex Place,,88 Essex Place,88 Essex Place,88 Essex Place,88 Essex Place,88エセックスプレイス,88 Essex Place,88 Essex Place,88 Essex Place,88 Essex Place,88 Essex Place,埃塞克斯广场88号,88 Essex Place
zztong_house_20,POI,POI,,x,93 Madiera Road,,93 Madiera Road,93 Madiera Road,93 Madiera Road,93 Madiera Road,93 Madiera Road,93 Madiera Road,93 Madiera Road,93 Madiera Road,93 Madiera Road,93 Madiera Yolu,马德拉路93号,93 Madiera Road
zztong_house_21,POI,POI,,x,44 Dolan Road,,44 Dolan Road,44 Dolan Road,44 Dolan Road,44 Dolan Road,44ドーランロード,44 Dolan Road,44 Dolan Road,44 Dolan Road,44 Долан -роуд,44 Dolan Yolu,多兰路44号,多蘭路44號
zztong_house_22,POI,POI,,x,29 Eden Court,,29 Eden Court,29 Tribunal de Edén,29 Eden Court,29 Eden Court,29エデン裁判所,29 에덴 법원,29 Eden Court,29 Eden Court,29 Eden Court,29 Eden Mahkemesi,伊甸苑29号,29伊甸園
zztong_intersection_01,POI,POI,,x,Navezgane Tribune Intersection,,Navezgane Tribune Intersection,Intersección de Navezgane Tribune,Navezgane tribune intersection,Intersezione di Navezgane Tribune,ナベズガントリビューンの交差点,Navezgane Tribune 교차로,Przecięcie Navezgane Tribune,Interseção de Navezgane Tribune,Navezgane Tribune пересечение,Navezgane Tribune kavşağı,纳维加纳论坛报十字路口,Navezgane Tribune交叉路口
zztong_intersection_02,POI,POI,,x,Navezgane Galleria,,Navezgane Galleria,Návezgane Galleria,Navezgane galeria,Navezgane Galleria,ナベズガネガレリア,Navezgane Galleria,Navezgane Galleria,Galleria Navezgane,Navezgane Galleria,Navezgane Galleria,纳维加纳购物中心,Navezgane Galleria
zztong_intersection_03,POI,POI,,x,Quad Towers,,Quad -Türme,Torres cuádruples,Tours de quad,Torri quad,クワッドタワー,쿼드 타워,Czarodzowie,Quad Towers,Quad Towers,Dörtlü Kuleler,四方塔,四塔
zztong_intersection_04,POI,POI,,x,Survivor Fortress,,Überlebende Festung,Fortaleza sobreviviente,Forteresse survivante,Sopravvissuto fortezza,サバイバー要塞,생존자 요새,Survivor Fortress,Fortaleza sobrevivente,Fortress Survivor,Hayatta kalan kale,幸存者要塞,倖存者要塞
zztong_kzmb_radio_01,POI,POI,,x,KZMB Radio Station,,KZMB -Radiosender,Estación de radio KZMB,Station de radio KZMB,Stazione radio KZMB,KZMBラジオ局,KZMB 라디오 방송국,Stacja radiowa KZMB,Estação de rádio KZMB,Радиостанция KZMB,KZMB Radyo İstasyonu,KZMB广播站,KZMB廣播電台
zztong_kztv_01,POI,POI,,x,KZTV Television Station,,KZTV -Fernsehsender,Estación de televisión KZTV,Station de télévision KZTV,Stazione televisiva KZTV,KZTVテレビ局,KZTV 텔레비전 방송국,Stacja telewizyjna KZTV,Estação de televisão KZTV,Телевизионная станция KZTV,KZTV Televizyon İstasyonu,KZTV电视台,KZTV電視台
zztong_landscaper_01,POI,POI,,x,Hun's Landscaping,,Hun's Landschaftsbau,El paisajismo de Hun,Paysage de Hun,Il paesaggio di Hun,フンの造園,훈의 조경,Krajobraz Hun,Paisagismo de Hun,Ландшафтный дизайн Хун,Hun'ın peyzajı,汉氏园艺,匈奴的美化環境
zztong_law_offices_01,POI,POI,,x,Law Offices,,Rechtsbüros,Oficinas legales,Cabinets juridiques,Uffici legali,法律事務所,법률 사무소,Biura prawne,Escritórios de direito,Юридические офисы,Hukuk büroları,律师事务所,律師事務所
zztong_library_01,POI,POI,,x,Navezgane Public Library Branch,,Navezgane Public Library Zweigstelle,Rama de la Biblioteca Pública de Navezgane,Branche de bibliothèque publique de Navezgane,Navezgane Public Library Branch,ナベズガン公共図書館支部,Navezgane Public Library Branch,Oddział Biblioteki Publicznej Navezgane,Filial da Biblioteca Pública de Navezgane,Навесгане публичная библиотека филиал,Navezgane Halk Kütüphanesi Şubesi,纳维加纳公共图书馆分馆,Navezgane公共圖書館分支機構
zztong_lot_vacant_01,POI,POI,,x,Sandlot Baseball,,Sandlot Baseball,Béisbol de sandlot,Baseball de sable,Sandlot Baseball,サンドロット野球,샌드 로트 야구,Sandlot Baseball,Baseball de Sandlot,Сэндлот бейсбол,Sandlot beyzbol,沙地棒球场,沙洛特棒球
zztong_lot_vacant_02,POI,POI,,x,Container Lot,,Containergrundstück,Lote de contenedores,Lot de conteneurs,Lotto contenitore,コンテナロット,컨테이너 로트,Działka kontenera,Lote de contêineres,Участок контейнера,Konteyner lot,集装箱堆放场,容器批次
zztong_lot_vacant_03,POI,POI,,x,Car Park,,Parkplatz,Aparcamiento,Parking,Parcheggio,駐車場,주차장,Parking,Estacionamento,Автостоянка,Otopark,停车场,停車場
zztong_lot_vacant_04,POI,POI,,x,550 Cedar Swamp Street,,550 Cedar Swamp Street,550 Cedar Swamp Street,550 CEDAR SWAMP Street,550 Cedar Swamp Street,550シーダースワンプストリート,550 CEDAR SWAMP Street,550 Cedar Swamp Street,550 Cedar Swamp Street,550 Cedar Swamp Street,550 Cedar Bataklık Caddesi,雪松沼泽街550号,550 Cedar Swamp Street
zztong_lot_vacant_05,POI,POI,,x,90 Edgefield Avenue,,90 Edgefield Avenue,90 Edgefield Avenue,90 Edgefield Avenue,90 Edgefield Avenue,90エッジフィールドアベニュー,90 Edgefield Avenue,90 Edgefield Avenue,90 Edgefield Avenue,90 Edgefield Avenue,90 Edgefield Bulvarı,埃奇菲尔德大道90号,90 Edgefield Avenue
zztong_lot_vacant_06,POI,POI,,x,Playground,,Spielplatz,Patio de juegos,Aire de jeux,Parco giochi,遊び場,운동장,Plac gier i zabaw,Playground,Детская площадка,Oyun alanı,游乐场,操場
zztong_lumber_yard_01,POI,POI,,x,Small Lumber Yard,,Kleiner Holzhof,Pequeño patio de madera,Petite cour à bois,Piccolo cortile di legname,小さな材木庭,작은 목재 야드,Mały podwórko,Quintal de madeira pequena,Маленький лесопильный двор,Küçük Kereste Bahçesi,小型木材场,小木材場
zztong_masonry_01,POI,POI,,x,Southwest Masonry,,Südwestmauerwerk,Mampostería del suroeste,Maçonnerie du sud-ouest,Muratura sud -ovest,南西メーソンリー,남서부 벽돌,Południowo -zachodni mur,Maçonaria do Sudoeste,Юго -западная каменная кладка,Güneybatı Duvarcılığı,西南石工坊,西南磚石
zztong_mass_grave_01,POI,POI,,x,Mass Grave,,Massengrab,Fosa común,Tombe de masse,Grave di massa,大量の墓,대량 무덤,Masowy grób,Sepultura em massa,Массовая могила,Toplu mezar,乱葬岗,大眾墳墓
zztong_mass_grave_02,POI,POI,,x,Mass Grave,,Massengrab,Fosa común,Tombe de masse,Grave di massa,大量の墓,대량 무덤,Masowy grób,Sepultura em massa,Массовая могила,Toplu mezar,乱葬岗,大眾墳墓
zztong_motocross_01,POI,POI,,x,Rumble Creek Motocross,,Rumble Creek Motocross,Rumble Creek Motocross,Rumble Creek Motocross,Rumble Creek Motocross,ランブルクリークモトクロス,럼블 크릭 모토 크로스,Rumble Creek Motocross,Rumble Creek Motocross,Rumble Creek Motocross,Rumble Creek Motocross,隆隆溪越野摩托场,Rumble Creek越野摩托車
zztong_ntt_hq_01,POI,POI,,x,Navezgane Telephone HQ,,Navezgane Telefon HQ,Návezgane Telephone HQ,Navezgane Téléphone HQ,HQ di Navezgane Telefono,ナベズガン電話HQ,Navezgane Telephone HQ,HAQ na telefonicznie Navezgane,QG do telefone Navezgane,Navezgane Thone HQ,Navezgane Telefon Hq,纳维加纳电话总局,Navezgane電話總部
zztong_ntt_hub_01,POI,POI,,x,Navezgane Telephone Hub,,Navezgane Telefon Hub,Hub telefónico de Navezgane,Navezgane Téléphone Hub,Hub telefonico Navezgane,ナベズガン電話ハブ,Navezgane 전화 허브,Hub telefoniczny Navezgane,Hub telefônico Navezgane,Navezgane Thone Hub,Navezgane telefon merkezi,纳维加纳电话枢纽,Navezgane電話中心
zztong_office_building_01,POI,POI,,x,RGB Software,,RGB -Software,Software RGB,Logiciel RVB,Software RGB,RGBソフトウェア,RGB 소프트웨어,Oprogramowanie RGB,Software RGB,Программное обеспечение RGB,RGB yazılımı,RGB软件大厦,RGB軟件
zztong_office_building_02,POI,POI,,x,Rothschild Building,,Rothschild -Gebäude,Edificio Rothschild,Bâtiment Rothschild,Edificio Rothschild,ロスチャイルドビル,로스 차일드 빌딩,Budynek Rothschild,Rothschild Building,Rothschild Building,Rothschild Binası,罗斯柴尔德大厦,羅斯柴爾德大廈
zztong_office_building_03,POI,POI,,x,Harper Building,,Harper -Gebäude,Edificio Harper,Bâtiment Harper,Building Harper,ハーパービル,하퍼 빌딩,Budynek Harper,Harper Building,Харпер здание,Harper binası,哈珀大厦,哈珀大樓
zztong_oil_pump_jack_01,POI,POI,,x,Oil Pump Jack,,Ölpumpebuchse,Gato de bomba de aceite,Prise de pompe à huile,Jack della pompa dell'olio,オイルポンプジャック,오일 펌프 잭,Jawna pompa olejowa,Tomada de bomba de óleo,Масляный насос Джек,Yağ pompası jakı,抽油机,油泵插孔
zztong_outback_adventure_01,POI,POI,,x,Captain Digby's Arizona Outback Adventure,,Captain Digbys Arizona Outback -Abenteuer,Capitán Digby's Arizona Outback Adventure,Arizona Outback Adventure du capitaine Digby,L'avventura dell'Outback dell'Arizona del Capitano Digby,キャプテンディグビーのアリゾナアウトバックアドベンチャー,Digby 대위의 애리조나 아웃백 모험,Przygoda Arizona Outback Captain Digby,Aventura do Outback do Arizona do Capitão Digby,Капитан Дигби из Аризоны Авантбэк Приключение,Kaptan Digby'nin Arizona Outback Macerası,迪格比船长的亚利桑那荒野冒险,迪格比上尉的亞利桑那州內陸冒險冒險
zztong_pharmacy_01,POI,POI,,x,Bite Aid Pharmacy,,Bite Aid Pharmacy,Farmacia de Aid de mordedura,Pharmacie,Bite Aid Pharmacy,噛む薬局,물린 원조 약국,Ugryzienie apteka,Bite Aid Farmácia,Аптека укусов,Isırık yardım eczanesi,咬伤急救药房,咬輔助藥房
zztong_political_party_hq_01,POI,POI,,x,Political Party HQ,,Politische Partei Hauptquartier,HQ del partido político,QG du parti politique,Quartier generale del partito politico,政党本社,정당 본사,HQ Partii Partii Politycznej,QG do partido político,Политическая партия штаб,Siyasi Parti Genel Merkezi,政党总部,政黨總部
zztong_presidio_museum_01,POI,POI,,x,Presidio Museum,,Presidio Museum,Museo Presidio,Musée Presidio,Museo Presidio,プレシディオ博物館,Presidio Museum,Muzeum Presidio,Museu Presidio,Музей Президио,Presidio Müzesi,要塞博物馆,Presidio博物館
zztong_propane_01,POI,POI,,x,Kaboom LPG,,Kaboom LPG,LPG KABOOM,KABOOM LPG,Kaboom GPL,Kaboom LPG,Kaboom LPG,Kaboom LPG,KABOOM LPG,Kaboom LPG,Kaboom LPG,卡轰液化气,Kaboom LPG
zztong_pump_substation_01,POI,POI,,x,Pump Substation,,Umspannwerk Pumpe,Subestación de bomba,Sous-station,Sottostazione della pompa,ポンプ置換,펌프 변전소,Podstacja pompy,Subestação da bomba,Насосная подстанция,Pompa trafo merkezi,泵站,泵變電站
zztong_ranch_01,POI,POI,,x,Bar Z Ranch,,Bar Z Ranch,Bar Z Ranch,Bar z ranch,Bar Z Ranch,バーZ牧場,바 Z 목장,Bar Z ranczo,Bar Z Ranch,Бар Z Ранчо,Bar Z Ranch,Z字牧场,Bar Z Ranch
zztong_ranger_hq_01,POI,POI,,x,Ranger HQ,,Ranger HQ,Guardabosques,HQ Ranger,HQ Ranger,レンジャーHQ,레인저 본사,HQ Ranger,Hq Ranger,Ranger HQ,Ranger Genel Merkezi,护林员总部,遊俠總部
zztong_rebirth_01,POI,POI,,x,Fallen Trader,,Gefallener Händler,Comerciante caído,Commerçant tombé,Trader caduto,倒れたトレーダー,타락한 상인,Fallen Trader,Trader caído,Падший торговец,Düşmüş tüccar,殒落商人,墮落的商人
zztong_red_rocket_01,POI,POI,,x,Red Rocket Gas Station,,Rote Raketenstation,Estación de servicio de cohete rojo,Station de gaz à fusée rouge,Stazione di servizio a razzo rosso,赤いロケットガソリンスタンド,레드 로켓 주유소,Red Rocket Station,Posto de gasolina de foguete vermelho,Красная ракетная заправочная станция,Kırmızı roket benzin istasyonu,红色火箭加油站,紅火箭加油站
zztong_remnant_house_01,POI,POI,,x,20 Deming Street,,20 Deming Street,20 Deming Street,20 de la rue Deming,20 Deming Street,20デミングストリート,20 Deming Street,20 Deming Street,20 Deming Street,20 Деминг -стрит,20 Deming Street,德明街20号,戴明街20號
zztong_remnant_house_02,POI,POI,,x,58 Watson Drive,,58 Watson Drive,58 Watson Drive,58 Watson Drive,58 Watson Drive,58ワトソンドライブ,58 Watson Drive,58 Watson Drive,58 Watson Drive,58 Уотсон Драйв,58 Watson Drive,沃森道58号,58 Watson Drive
zztong_restaurant_01,POI,POI,,x,Spicy Brains Restaurant,,Spicy Brains Restaurant,Restaurante de cerebros picantes,Restaurant de cerveaux épicés,Restauranti di cervelli piccanti,スパイシーブレインレストラン,매운 두뇌 식당,Restauracja pikantna,Restaurante Spicy Brains,Острый мозг ресторан,Baharatlı beyin restoranı,辣脑餐馆,辛辣的大腦餐廳
zztong_restaurant_02,POI,POI,,x,Waffle House,,Waffelhaus,Casa de gofres,Waffle House,Waffle House,ワッフルハウス,와플 하우스,Waffle House,Waffle House,Вафельный дом,Waffle House,华夫屋,華夫餅屋
zztong_restaurant_03,POI,POI,,x,White Castle,,Weißes Schloss,Castillo blanco,Château blanc,Castello bianco,ホワイトキャッスル,흰색 성,Biały zamek,Castelo branco,Белый замок,Beyaz kale,白色城堡,白城堡
zztong_revival_01,POI,POI,,x,Tent Revivial,,Zeltbelebung,Avivamiento de la tienda,Revival de tente,Revival della tenda,テントリバイバル,텐트 부흥,Odrodzenie namiotu,Renascimento da tenda,Возрождение палатки,Çadır canlanması,帐篷复兴会,帳篷復興
zztong_roadside_rest_01,POI,POI,,x,Roadside Rest,,Pension am Straßenrand,Descanso en la carretera,Repos en bordure de route,Riposo lungo la strada,道端の休憩,길가의 휴식,Przydrożność,Descanso na estrada,Придорожный отдых,Yol kenarındaki dinlenme,路边休息站,路邊休息
zztong_rural_filler_01,POI,POI,,x,Wayward Refugees,,Eigenwillige Flüchtlinge,Wayward Refugees,Réfugiés capricieux,Rifugiati ribelli,気まぐれな難民,길들인 난민,Niepośrednio uchodźcy,Refugiados rebeldes,СВОЙСТВЕННЫЕ БЕЖЕНИЯ,Wayward Mülteciler,迷途难民,任性難民
zztong_rural_filler_02,POI,POI,,x,Hay Field,,Heufeld,Campo de heno,Champ de foin,Campo di fieno,干し草畑,건초장,Pole siana,Campo de feno,Сено поле,Saman alanı,干草田,乾草場
zztong_rural_filler_03,POI,POI,,x,Pole Barn,,Stabschlecken,Establo,Grange à perche,Pole Barn,ポールバーン,극 헛간,Stodoła słupa,Pole Barn,Полюс сарай,Direk,杆仓,桿穀倉
zztong_rural_filler_04,POI,POI,,x,Greenhouse,,Gewächshaus,Invernadero,Serre,Serra,温室,온실,Szklarnia,Estufa,Теплица,Sera,温室,溫室
zztong_scout_lodge_01,POI,POI,,x,Nature Scout Lodge,,Nature Scout Lodge,Nature Scout Lodge,Lodge Scout Nature,Nature Scout Lodge,ネイチャースカウトロッジ,자연 스카우트 롯지,Nature Scout Lodge,Nature Scout Lodge,Природная скаутская ложа,Nature Scout Lodge,自然侦察兵小屋,大自然童子軍小屋
zztong_shelter_01,POI,POI,,x,Homeless Shelter,,Obdachlosenheim,Refugio para personas sin hogar,Refuge pour sans-abri,Riparo per senzatetto,ホームレスシェルター,노숙자 대피소,Schronisko dla bezdomnych,Abrigo para sem -teto,Приют для бездомных,Evsiz barınak,流浪者收容所,無家可歸的庇護所
zztong_sheriff_01,POI,POI,,x,County Sheriff,,County Sheriff,Alguacil del condado,Shérif de comté,Sceriffo della contea,郡保安官,카운티 보안관,Szeryf hrabstwa,Xerife do condado,Округ шериф,İlçe Şerif,县警长办公室,縣警長
zztong_skyscraper_01,POI,POI,,x,Power Records,,Power Records,Registros de poder,Power Records,Record di potenza,パワーレコード,전원 기록,Rekordy mocy,Power Records,Power Records,Güç kayıtları,力量唱片大厦,電源記錄
zztong_slabhouse_01,POI,POI,,x,Slabhouse,,Slabhouse,Buhondeo,Dalle,Lastra,スラブハウス,슬래브 하우스,Płyta,Slabhouse,Плабхаус,Levha evi,板房,席位
zztong_solar_farm_01,POI,POI,,x,Solar Farm,,Sonnenfarm,Granja solar,Ferme solaire,Fattoria solare,ソーラーファーム,태양열 농장,Farma słoneczna,Fazenda Solar,Солнечная ферма,Güneş çiftliği,太阳能农场,太陽能農場
zztong_solar_farm_02,POI,POI,,x,Solar Farm,,Sonnenfarm,Granja solar,Ferme solaire,Fattoria solare,ソーラーファーム,태양열 농장,Farma słoneczna,Fazenda Solar,Солнечная ферма,Güneş çiftliği,太阳能农场,太陽能農場
zztong_stone_quarry_01,POI,POI,,x,Stone Quarry,,Steinsteinbruch,Cantera de piedra,Carrière de pierre,Cava di pietra,石の採石場,석조 채석장,Kamień kamienny,Pedreira de pedra,Каменный карьер,Taş ocağından,采石场,石採石場
zztong_store_s_01,POI,POI,,x,Peddler Packer and Bella Vino,,Händler Packer und Bella Vino,PELAJER DE PEDDLER Y BELLA Vino,Packer Packer et Bella Vino,PEDDLER PACKER E BELLA VINO,Peddler PackerとBella Vino,Peddler Packer와 Bella Vino,Peddler Packer i Bella Vino,PACKER PETDLER E BELLA VINO,Peddler Packer и Bella Vino,Peddler Packer ve Bella Vino,小贩包装工与贝拉红酒,小販包裝工和貝拉維諾
zztong_store_s_02,POI,POI,,x,Fred E. Fromage,,Fred E. Fromage,Fred E. Fromage,Fred E. Fromage,Fred E. Fromage,フレッド・E・フロマージュ,Fred E. Fromage,Fred E. Fromage,Fred E. Fromage,Фред Э. Формаж,Fred E. Farnage,弗雷德奶酪店,弗雷德·E
zztong_store_s_03,POI,POI,,x,Valmont Buildings,,Valmont Gebäude,Edificios de Valmont,Bâtiments Valmont,Edifici Valmont,バルモントの建物,발 몬트 건물,Budynki Valmont,Edifícios de Valmont,Вальмонт здания,Valmont Binaları,瓦尔蒙大厦,瓦爾蒙特建築
zztong_store_s_04,POI,POI,,x,Bartone Building,,Bartongebäude,Edificio Bartone,Bâtiment bartone,Edificio Bartone,バートンビル,바르톤 건물,Budynek Bartone,Edifício Bartone,Bartone Building,Barone binası,巴顿大厦,Bartone大樓
zztong_store_s_05,POI,POI,,x,Sammy's Couture,,Sammys Couture,Couture de Sammy,Couture de Sammy,Sammy's Couture,サミーのクチュール,새미의 양재,Couture Sammy,Sammy's Couture,Сэмми - кутюр,Sammy's Couture,山米高级时装,薩米的高級時裝
zztong_store_xs_01,POI,POI,,x,Avalanch Pizza,,Avalanche Pizza,Pizza de avalancha,Pizza d'avalanche,Pizza valanga,雪崩ピザ,눈사태 피자,Avalanche Pizza,Avalanche Pizza,Лавина пицца,Çığ pizzası,雪崩披萨,雪崩披薩
